ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΝΝΙΚΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,ΕΜΜΑΝΟΥΗΛ ΑΙΚΑΤΕΡΙΝΗ-ΣΤΥΛΙΑΝΗ του Αντωνίου,ΙΑΤΡΙΔΗ ΤΣΑΜΠΙΚΑ (ΜΙΚΑ) του Ιωάννη,ΚΟΝΣΟΛΑΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικία,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΥΨΗΛΑΝΤΗΣ ΒΑΣΙΛΕΙΟΣ-ΝΙΚΟΛΑΟΣ του Αναστασίου,ΦΤΑΚΛΑΚΗ ΠΑΡΑΣΚΕΥΗ-ΕΛΕΥΘΕΡΙΑ (ΛΙΤΣΑ) του Παναγιώτη,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΓΙΑΝΝΑΡΟΥ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΚΑΜΑΤΕΡΟΣ ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ (ΧΡΥΣΑ) του Σάββα,ΚΑΣΣΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Βασιλείου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΛΟΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΓΑΒΑΛΑ ΚΑΤΕΡΙΝΑ του Νικολάου,ΚΟΥΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΝΙΚΗΤΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΟΙΚΟΥΤΑ ΕΛΕΥΘΕΡΙΑ του Ευριπίδη,ΧΑΝΙΩΤΗΣ ΜΙΧΑΗΛ του Φραγκίσκου,ΧΑΤΖΗΔΙΑΚΟΣ ΦΩΤΙΟΣ του Στέργου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΓΟΥΡΛΑ ΔΕΣΠΟΙΝΑ του Νικολάου,ΚΟΥΝΤΟΥΡΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΚΡΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Νικολάου,ΠΟΤΣΟΣ ΚΑΛΕΤΟΣ (ΤΑΚΗΣ) του Κωνσταντίνου,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Μάμμα,ΦΡΑΖΗΣ ΝΙΚΟΛΑΟΣ ΝΕΚΤΑΡΙΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΤΩΝΟΓΛΟΥ ΜΑΡΙΚΑ του Κυριάκου,ΓΑΒΑΛΑΣ ΧΑΡΑΛΑΜΠΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΑΛΥΜΙΑΛΑΡΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΡΑΜΠΑΤΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΛΥΚΟΠΑΝΤΗ ΕΙΡΗΝΗ του Ηλία,ΜΑΝΟΥΣΟΥ ΕΛΕΝΗ του Δαμιανού,ΠΑΠΟΥΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στέφανου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΑΒΕΡΑΣ ΦΙΛΙΠΠΟΣ του Κωνσταντίνου,ΚΑΝΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΚΟΡΑΚΙΑΝΙΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Σπυρίδωνα,ΜΠΑΡΑΚΑΣ ΑΘΑΝΑΣΙΟΣ του Αντωνίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σάββα,ΣΟΥΛΟΥ ΑΝΝΑ (ΑΝΝΕΤΑ) του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΝΛΗ ΜΑΡΙΑ του Ελπιδοφόρου,ΜΕΝΤΙΣΟΠΟΥΛΟΥ ΑΝΝΑ του Κυριάκου,ΜΠΕΛΛΟΣ ΑΠΟΣΤΟΛΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΠΑΚΑΣ ΑΓΓΕΛΟΣ του Βασιλείου,Ο.Κ.Δ.Ε.,ΚΟΛΙΟΥ ΞΑΝΘΗ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΘΟΠΟΥΛΗ ΧΡΥΣΑΝΘΗ ΑΛΚΗΣΤΗ του Σακελλάριου Νικόλαου,ΚΟΜΗΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΥΠΡΙΩΤΗΣ ΛΑΜΠΡΟΣ του Μιχαήλ,Κίνημα 21,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΑΦΣΑΡΙΔΗ ΚΡΥΣΤΑΛΙΑ του Προδρόμου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΡΟΥΒΑΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΑΚΗ ΙΩΑΝΝΑ του Ανδρέα,ΣΤΕΦΑΝΑΚΗ ΜΑΡΙΑ του Χρήστου,ΝΙΚΗ,ΝΤΟΥΦΑΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,ΠΑΠΑΣΤΑΜΑΤΑΚΗΣ ΣΤΑΜΑΤΙΟΣ του Γεωργίου,ΠΑΡΑΣΧΗ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,κοινωνία αξιών,ΧΙΩΤΙΝΗ (ΚΥΒΕΛΟΥ) ΣΤΕΛΛΑ-ΣΟΦΙΑ του Ιωάννου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΑΖΑΚΗ ΖΩΗ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΚΑΡΑΚΑΤΣΑΝΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΑΜΑΛΛΟΥ ΘΕΜΙΣ του Αναστάσιου,Ελλήνων Συνέλευσις,ΗΡΑΚΛΕΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΑΛΑΒΡΙΑ ΓΕΩΡΓΙΑ του Μιχαήλ,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ του Κυριάκου,ΜΠΕΛΕΓΡΗΣ ΣΩΤΗΡΙΟΣ ΣΑΒΒΑΣ του Ηλία,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Αντωνίου,ΦΕΛΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΕΜΜΑΝΟΥΗΛ του Ευστάθιου,Ένωση Κεντρώων,ΑΝΔΡΕΑΔΗΣ ΔΙΑΜΑΝΤΗΣ του Ευστρατίου,ΑΧΛΑΔΗ ΤΟΥΛΑ (ΠΑΜΕΛΑ) του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΖΑΧΑΡΙΑΣ ΣΑΒΒΑΣ του Παναγιώτη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΛΕΞΙΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΖΑΝΗΣ (ΖΑΝΝΗΣ) ΙΩΑΝΝΗΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΛΚΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΕΤΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑ ΑΝΝΑ του Ματθαίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΖΑΝΗ ΑΘΑΝΑΣΙΑ του Αναστασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΛΑΪΝΑ ΜΑΡΙΑ του Αθανασίου,ΠΑΝΑΗ ΕΥΑΓΓΕΛΙΑ του Μιχαήλ,ΣΑΒΒΙΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Νικολάου,ΧΑΛΚΙΑΣ ΙΩΑΝΝΗΣ του Βασιλείου
52 - Δωδεκανήσου,51 E.T. Δήμου Λειψών,410,144,5,0,5,139,61,6,9,26,11,18,25,6,21,0,19,0,0,0,15,0,14,7,2,8,2,0,0,3,24,3,2,1,4,0,24,1,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,0
52 - Δωδεκανήσου,52 E.T. Δήμου Λειψών,416,152,6,0,6,146,74,3,6,36,30,33,20,2,10,0,5,1,0,2,4,1,3,0,0,2,0,0,0,3,40,7,6,0,9,1,39,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,6,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2,2
52 - Δωδεκανήσου,53 E.T. Δήμου Λειψών,398,136,2,2,4,132,55,5,6,23,17,31,16,2,21,0,15,1,0,4,12,1,10,1,0,5,0,0,0,5,24,5,0,0,3,0,23,0,6,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,6,0,6,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
52 - Δωδεκανήσου,54 E.T. Δήμου Λέρου,434,286,14,2,16,270,114,9,74,29,20,26,11,2,51,0,14,3,6,3,6,3,29,4,1,12,7,0,1,1,8,3,1,2,0,0,3,1,21,4,5,1,9,6,3,1,5,0,0,0,0,0,2,5,3,1,2,0,0,0,0,0,0,0,0,4,2,1,0,3,1,0,1,12,8,6,5,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,2,1,3,2,0,0,1,1,0,0,0,0,2,1,0,0,7,1,1,0,0,0
52 - Δωδεκανήσου,55 E.T. Δήμου Λέρου,327,166,6,1,7,159,105,7,67,27,23,33,13,0,10,0,2,3,0,3,2,2,15,3,2,6,3,0,1,1,1,0,1,0,1,0,0,0,20,2,1,0,15,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52 - Δωδεκανήσου,56 E.T. Δήμου Λέρου,471,286,8,2,10,276,155,4,112,49,18,52,15,5,41,0,13,5,4,6,10,4,30,0,2,14,16,7,1,5,9,4,0,1,1,0,4,0,24,1,1,1,19,3,2,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1,0,2,2,4,2,2,1,0,1
52 - Δωδεκανήσου,57 E.T. Δήμου Λέρου,463,257,8,3,11,246,153,5,122,23,32,28,21,0,18,0,7,0,3,2,3,2,33,5,6,15,11,1,2,3,5,1,0,0,0,0,4,0,11,1,2,1,8,0,0,0,3,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,1,1,0,0,0,0,2,0,0,0,5,1,1,0,0,0
52 - Δωδεκανήσου,58 E.T. Δήμου Λέρου,503,282,7,1,8,274,152,8,103,32,28,41,25,0,29,0,11,1,8,4,4,2,23,3,2,12,7,1,2,2,6,2,0,1,1,1,5,0,20,1,0,1,17,2,1,2,7,0,1,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,4,3,1,1,5,3,3,1,6,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,3,0,6,1,2,1,0,0
52 - Δωδεκανήσου,59 E.T. Δήμου Λέρου,538,313,7,4,11,302,161,10,105,37,21,37,22,2,22,0,3,4,5,0,3,6,40,4,8,18,14,0,1,8,7,1,1,1,1,0,3,0,27,1,0,0,21,3,0,4,7,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,4,1,2,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,0,0,1,0,0,0,1,1,1,1,2,1,8,3,5,3,1,0
52 - Δωδεκανήσου,60 E.T. Δήμου Λέρου,511,307,5,3,8,299,173,12,114,49,32,44,21,3,33,0,8,2,8,6,7,3,33,6,5,19,11,1,3,4,14,7,0,0,3,0,10,1,24,2,9,1,14,3,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,2,1,0,0,1,0,2,2,0,0,6,2,3,0,0,1
52 - Δωδεκανήσου,61 E.T. Δήμου Λέρου,491,272,7,1,8,264,150,8,121,31,15,37,18,0,21,0,5,1,3,1,4,5,29,1,7,14,12,0,1,5,10,3,0,1,0,0,6,2,19,2,3,0,13,4,1,1,11,1,1,1,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,1,0,0,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0
52 - Δωδεκανήσου,62 E.T. Δήμου Λέρου,530,248,5,3,8,240,98,2,72,15,29,19,20,1,52,0,15,3,9,8,11,7,38,3,6,19,20,0,3,11,18,5,2,4,1,1,11,0,11,1,0,0,5,3,0,1,7,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,1,0,0,2,2,0,0,3,0,3,0,1,0
52 - Δωδεκανήσου,63 E.T. Δήμου Λέρου,545,229,8,0,8,221,111,2,80,30,13,32,24,1,40,0,11,1,3,7,11,7,27,2,8,15,7,2,2,5,9,3,1,0,1,1,7,1,9,2,2,0,2,4,0,2,9,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,1,1,2,0,3,2,1,1,0,0
52 - Δωδεκανήσου,64 E.T. Δήμου Λέρου,394,173,0,1,1,172,80,8,48,20,22,20,18,1,25,0,5,1,7,2,8,2,23,4,5,14,7,0,1,4,5,2,0,1,2,0,3,0,14,2,2,0,8,5,0,3,13,0,0,3,0,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
52 - Δωδεκανήσου,65 E.T. Δήμου Λέρου,381,144,1,1,2,142,64,5,39,10,22,16,10,2,32,0,4,4,7,2,8,2,17,4,2,10,9,0,2,1,3,0,1,0,0,0,2,0,8,1,2,0,7,2,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,1,2,2,1,0,4,3,0,0,0,0,0,0,0,0
52 - Δωδεκανήσου,66 E.T. Δήμου Λέρου,370,124,7,0,7,117,53,3,37,16,8,13,13,0,20,0,7,1,4,1,6,1,18,2,4,14,1,0,0,2,5,3,0,0,0,0,3,1,6,0,1,1,3,0,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,0,2,1,1,2,0,0
52 - Δωδεκανήσου,67 E.T. Δήμου Λέρου,363,143,2,2,4,139,64,10,35,15,16,12,17,2,33,0,10,3,7,3,8,5,16,8,2,5,3,2,5,1,7,2,0,0,2,0,1,2,5,0,0,0,5,0,0,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
52 - Δωδεκανήσου,68 E.T. Δήμου Λέρου,377,121,2,1,3,118,60,9,41,13,14,13,9,4,19,0,9,2,4,2,4,3,10,0,1,5,4,0,1,1,7,2,0,3,1,0,3,1,10,2,1,3,7,0,1,1,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
52 - Δωδεκανήσου,69 E.T. Δήμου Λέρου,447,202,6,2,8,194,103,4,57,36,15,26,15,3,15,0,7,1,3,2,1,2,18,2,4,9,3,1,2,0,7,2,0,0,0,1,5,0,12,1,1,0,8,1,1,1,11,0,1,1,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,3,1,2,1,10,4,5,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0
52 - Δωδεκανήσου,70 E.T. Δήμου Λέρου,506,317,10,1,11,306,189,9,132,37,36,54,31,2,22,0,5,5,1,2,8,4,26,0,2,13,15,1,4,1,10,4,0,2,2,0,6,0,19,5,0,1,13,1,2,0,11,0,0,0,1,2,11,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,3,1,0,0,0,0,4,0,3,1,2,1,1,0,0,0
52 - Δωδεκανήσου,71 E.T. Δήμου Λέρου,496,289,10,2,12,277,163,13,115,34,34,49,21,2,30,0,8,10,4,7,6,2,25,6,4,9,9,1,4,4,4,3,0,3,0,0,0,0,22,3,3,0,14,2,2,1,5,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,5,7,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,7,6,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
52 - Δωδεκανήσου,72 E.T. Δήμου Λέρου,500,280,4,6,10,270,163,9,109,41,32,45,23,3,39,0,9,6,6,5,8,3,25,4,2,8,11,1,1,6,9,4,2,1,0,1,5,1,12,0,3,1,8,5,1,2,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,2,0,1,1,0,0,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,3,1,2,0,2,0,1,2,0,0
52 - Δωδεκανήσου,73 E.T. Δήμου Λέρου,510,321,6,3,9,312,170,5,100,40,28,58,26,0,16,0,3,1,0,1,4,1,51,3,5,33,23,0,3,4,9,4,0,1,0,0,7,1,16,0,2,0,13,2,1,2,13,2,3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,5,9,7,0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,1,0,0,0,0,8,8,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,1,1,0
52 - Δωδεκανήσου,74 E.T. Δήμου Πάτμου,358,189,4,3,7,182,92,26,10,22,24,34,29,3,10,0,0,1,2,1,3,2,30,2,4,7,17,2,0,17,11,1,1,1,1,1,9,0,6,1,4,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,3,2,3,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,2,1,0,1,0,3,3,0,0,1,0,0,0,0,0,1,0,1,0,10,2,6,1,1,2
52 - Δωδεκανήσου,75 E.T. Δήμου Πάτμου,348,158,4,1,5,153,88,21,9,36,22,32,26,2,8,0,0,1,2,0,4,4,25,0,3,13,15,2,0,7,10,1,0,1,5,0,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,1,5,2,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,4,4,0,0,2,1,0,0,0,0,0,0,1,0,2,1,2,0,1,0
52 - Δωδεκανήσου,76 E.T. Δήμου Πάτμου,519,340,4,2,6,334,155,12,11,49,51,84,42,4,16,0,2,4,5,1,4,1,52,7,8,15,21,3,1,25,35,5,5,4,4,0,29,1,6,0,2,0,1,0,1,0,5,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,4,4,4,3,2,0,0,0,26,7,15,12,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,1,1,0,0,2,0,1,0,0,0,2,2,1,0,2,1,5,3,1,0,9,3,2,1,2,3
52 - Δωδεκανήσου,77 E.T. Δήμου Πάτμου,493,287,5,1,6,281,124,20,15,53,40,63,24,3,21,0,2,2,5,13,5,3,51,2,13,18,13,2,3,31,16,1,1,1,1,0,15,0,13,5,3,1,1,2,2,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,5,1,1,2,0,0,0,19,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,5,3,0,0,1,1,4,2,4,2,5,0,1,3,1,2
52 - Δωδεκανήσου,78 E.T. Δήμου Πάτμου,483,301,12,0,12,289,139,11,11,49,38,60,43,8,21,0,2,1,4,1,5,1,45,5,18,9,23,2,0,13,19,3,2,2,2,0,14,0,10,3,1,0,2,1,1,1,5,0,1,1,0,1,1,3,2,0,1,1,0,1,1,1,0,0,0,3,1,1,0,0,0,0,0,12,5,5,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,4,3,0,0,1,0,2,1,0,0,4,2,0,0,10,4,5,3,2,0
52 - Δωδεκανήσου,79 E.T. Δήμου Πάτμου,495,295,2,0,2,293,131,19,23,32,42,58,36,8,33,0,3,2,9,1,6,4,53,5,7,9,31,4,0,23,24,1,7,0,4,0,23,1,10,7,1,2,2,2,2,1,6,0,2,2,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,0,0,0,0,14,4,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,2,1,1,1,0,0,1,1,5,4,2,0,0,1,1,0
52 - Δωδεκανήσου,80 E.T. Δήμου Πάτμου,288,213,4,4,8,205,74,11,13,16,35,26,16,1,24,0,5,5,3,3,3,0,20,1,3,3,11,1,0,13,14,4,4,0,1,0,12,0,22,6,8,3,1,3,4,2,2,0,1,0,0,1,2,3,3,1,2,0,0,0,0,1,1,0,0,1,1,2,0,1,1,1,0,15,6,5,6,0,0,1,1,0,0,0,0,2,1,0,0,1,0,1,0,1,1,1,0,0,3,0,0,0,8,5,0,0,0,0,1,1,0,0,10,4,2,2,2,1
52 - Δωδεκανήσου,81 E.T. Δήμου Πάτμου,365,219,5,2,7,212,82,10,13,14,35,41,19,4,20,0,3,1,8,3,3,1,26,1,3,15,7,1,1,8,23,2,4,0,2,0,22,2,10,1,3,1,2,2,1,0,3,0,0,1,0,0,1,6,4,1,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9,1,3,3,0,0,0,0,0,0,1,0,4,2,0,3,0,2,0,0,0,0,0,2,0,1,1,2,1,8,3,3,2,0,0,3,2,2,0,4,0,1,2,0,0
52 - Δωδεκανήσου,82 E.T. Δήμου Πάτμου,94,56,0,1,1,55,39,3,4,12,14,13,19,4,2,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,3,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52 - Δωδεκανήσου,83 E.T. Δήμου Ηρωικής Νήσου Κάσου,452,178,2,1,3,175,98,43,3,11,39,40,27,7,18,0,6,1,2,4,4,7,41,2,7,20,25,4,5,10,4,1,0,1,0,0,1,0,3,3,0,0,2,0,1,0,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
