ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΩΡΓΟΣ ΙΩΑΝΝΗΣ του Αγγελή,ΚΑΡΑΝΑΣΙΟΣ ΕΥΘΥΜΙΟΣ του Βασιλείου,ΛΑΘΟΥΡΗ-ΠΑΡΓΑ ΜΑΡΙΑ του Σπυρίδωνος,ΜΥΛΩΝΑ ΖΑΦΕΙΡΟΥΛΑ του Δημητρίου,ΤΑΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΖΑΧΟΥ ΕΛΕΝΗ του Βασιλείου,ΙΓΓΛΕΖΗ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΜΑΛΑΜΑ ΚΥΡΙΑΚΗ του Ιωάννη,ΜΟΥΛΑΓΙΑΝΝΙΟΣ ΛΕΩΝΙΔΑΣ του Κωνσταντίνου,ΦΩΤΑΚΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΝΕΛΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Αριστείδη,ΚΑΤΣΑΡΟΥ ΑΝΝΑ του Χρήστου,ΜΑΝΤΣΙΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΤΑΡΚΑΣΗ ΒΑΡΒΑΡΑ του Αθανασίου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΜΑΡΙΑ του Ευαγγέλου,ΛΥΡΤΖΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΑΝΩΛΗΣ ΕΜΜΑΝΟΥΗΛ του Ελευθερίου,ΠΑΝΤΕΛΗΣ ΛΑΖΑΡΟΣ του Αστέριου,ΧΡΙΣΤΙΑΝΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΝΣΤΑΝΤΙΝΟΥΔΗΣ ΝΙΚΟΛΑΟΣ του Κλεάνθη,ΛΑΜΠΑΔΑΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΤΣΑΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΦΑΦΟΥΤΗΣ ΛΑΜΠΡΟΣ του Ηλία,ΧΑΤΖΗΓΙΑΝΝΙΔΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Χριστόδουλου,ΓΡΑΣΣΟΥ ΚΑΛΛΙΡΡΟΗ (ΗΡΩ) του Γεωργίου,ΣΟΦΤΣΗ ΜΑΡΙΑ του Βασιλείου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Μιχαήλ,ΧΟΥΧΟΥΤΑΣ ΝΙΚΗΤΑΣ του Αθανασίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΣΤΑΝΑΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΡΑΣΚΕΥΗ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΓΕΩΡΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΑΝΤΩΝΙΟΥ ΣΤΕΡΓΙΑΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΟΥΝΔΟΥΛΟΥΝΑΚΗ ΙΩΑΝΝΑ του Νικολάου,ΤΑΤΑΛΑΣ ΠΕΤΡΟΣ του Κωνσταντίνου,Κίνημα 21,ΜΟΥΣΤΑΚΑ ΣΟΦΙΑ του Ιερόθεου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΑΓΓΛΗΣ ΑΣΤΕΡΙΟΣ (ΣΤΕΡΓΙΟΣ) του Αγγέλου,ΜΙΓΚΟΥ ΠΑΝΑΓΙΩΤΑ ΛΗΤΩ του Θωμά,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΝΙΚΟΛΑΟΣ του Σαραφιανού,ΝΙΚΗ,ΓΙΑΝΝΑΚΟΠΟΥΛΟΥ ΝΙΚΟΛΙΤΣΑ του Σπυρίδωνα,ΖΑΡΤΑΛΟΥΔΗΣ ΖΩΗΣ του Δημητρίου,ΣΤΑΜΑΤΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Μιχαήλ,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΚΟΥΚΑ ΑΝΝΑ του Βασιλείου,κοινωνία αξιών,ΓΟΥΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Μιλτιάδου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΓΚΟΡΤΖΟΣ ΝΙΚΟΛΑΟΣ του Γεώργιου,ΚΑΡΑΝΤΩΝΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΡΕΒΕΝΙΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΗΛΙΑΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΡΑΠΤΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Ελλήνων Συνέλευσις,ΑΛΕΥΡΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΟΥΣΤΑΚΑ ΜΑΡΙΑ του Παναγιώτη,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΑΛΚΗΣ του Χρήστου,Ένωση Κεντρώων,ΗΛΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Νικολάου,ΤΣΙΦΤΣΗΣ ΧΡΗΣΤΟΣ του Μιχαήλ,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΙΜΕΝΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ ΙΟΡΔΑΝΗΣ του Βασιλείου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΡΧΟΝΤΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αντωνίου,ΚΑΡΑΜΙΧΑΛΗΣ ΙΩΑΝΝΗΣ - ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΛΟΓΓΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Λογγίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΡΑΝΤΩΝΑΣ ΑΣΤΕΡΙΟΣ του Δημητρίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΚΕΤΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΑΚΡΑΤΣΑΣ ΜΕΝΕΛΑΟΣ του Στάμου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΦΡΟΣΥΝΗ του Γεωργίου,Οικολόγοι Πράσινοι,ΦΑΦΟΥΤΑΚΗ ΟΛΓΑ ΔΙΑΜΑΝΤΩ του Παύλου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Παύλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΡΕΝΤΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου
9 - Χαλκιδικής,58 E.T. Δήμου Κασσάνδρας,407,234,0,0,0,234,105,31,29,3,11,21,36,2,0,14,13,0,28,8,0,0,16,0,6,1,0,0,0,1,15,7,1,3,0,0,4,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,2,1,0,0,2,1,15,9
9 - Χαλκιδικής,59 E.T. Δήμου Κασσάνδρας,530,281,1,3,4,277,116,28,27,1,14,31,20,1,1,7,10,0,9,1,1,0,5,0,4,1,0,2,1,0,95,94,0,1,0,0,7,0,0,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,5,2,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,1,0,1,1,2,1,1,0,4,2
9 - Χαλκιδικής,60 E.T. Δήμου Κασσάνδρας,426,245,4,1,5,240,67,28,12,1,8,13,42,2,1,15,15,3,22,7,2,0,9,0,20,2,3,0,0,5,19,9,2,0,0,5,16,0,1,3,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,3,5,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1,2,1,0,0,2,2,3,0,0,1,0,0,6,4,0,0,2,1,3,1,1,0,15,12
9 - Χαλκιδικής,61 E.T. Δήμου Κασσάνδρας,430,294,4,0,4,290,107,20,30,5,23,19,52,8,6,13,16,4,24,12,3,0,8,1,24,10,1,3,1,5,14,4,1,3,0,1,6,1,0,1,0,0,6,2,3,1,1,0,0,1,0,0,1,1,0,1,1,0,0,13,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,5,2,1,2,5,5,6,4,2,1,0,0,3,1,0,0,16,9
9 - Χαλκιδικής,62 E.T. Δήμου Κασσάνδρας,425,262,3,2,5,257,85,21,20,2,13,21,62,7,2,17,16,3,23,8,1,1,9,0,12,4,1,2,0,0,22,7,1,5,0,3,12,7,1,1,0,0,6,2,4,0,0,0,0,4,1,0,0,1,0,0,0,0,0,9,0,7,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,2,1,2,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,10,7
9 - Χαλκιδικής,63 E.T. Δήμου Κασσάνδρας,414,254,1,3,4,250,63,17,15,1,13,11,59,14,3,10,23,0,23,10,0,0,11,0,42,16,5,3,1,9,15,5,0,7,0,2,6,1,1,0,1,0,2,1,1,0,0,1,0,4,1,0,3,1,1,1,0,0,0,14,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,5,5,1,1,8,3
9 - Χαλκιδικής,64 E.T. Δήμου Κασσάνδρας,552,268,2,0,2,266,124,50,23,4,15,23,32,5,1,5,12,2,44,22,1,1,17,1,5,2,2,0,0,0,29,18,1,4,1,2,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,1,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10,5
9 - Χαλκιδικής,65 E.T. Δήμου Κασσάνδρας,551,304,11,0,11,293,145,45,23,1,19,36,34,2,3,4,12,4,32,11,1,0,17,0,6,3,2,1,0,0,31,16,1,11,0,0,2,1,0,1,0,0,4,2,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,9,9,3,2,1,0,0,0,1,1,1,0,2,2,1,0,1,1,10,5
9 - Χαλκιδικής,66 E.T. Δήμου Κασσάνδρας,542,322,1,0,1,321,115,27,24,3,15,36,68,8,0,23,19,8,56,18,0,2,35,1,14,3,1,2,1,2,3,2,1,0,0,0,15,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,18,3,11,1,0,0,0,0,1,1,0,0,0,0,1,0,4,2,1,0,2,0,2,0,0,0,1,0,1,0,0,0,4,4,3,2,1,1,1,1,0,0,9,8
9 - Χαλκιδικής,67 E.T. Δήμου Κασσάνδρας,477,297,12,2,14,283,133,30,52,6,12,16,30,4,3,8,9,1,47,9,0,2,32,0,4,3,0,0,1,0,19,11,0,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0,0,0,8,2,2,0,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,3,2,0,1,0,3,1,4,1,0,1,1,1,2,1,0,0,1,1,2,1,3,2,11,8
9 - Χαλκιδικής,68 E.T. Δήμου Κασσάνδρας,414,274,10,2,12,262,110,29,41,1,11,18,39,5,2,9,10,3,42,12,1,3,24,0,15,7,0,3,1,0,20,13,1,5,0,0,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,2,2,14,8
9 - Χαλκιδικής,69 E.T. Δήμου Κασσάνδρας,436,275,8,1,9,266,146,59,19,2,32,19,31,4,3,8,6,2,22,6,1,1,11,0,0,0,0,0,0,0,12,5,0,4,1,0,6,6,0,0,0,0,12,3,7,1,1,0,0,1,0,0,0,2,2,0,0,0,0,12,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,2,2,1,1,0,2,2,12,7
9 - Χαλκιδικής,70 E.T. Δήμου Κασσάνδρας,437,253,6,4,10,243,111,52,13,1,17,16,25,1,1,13,2,1,27,6,1,0,18,0,12,3,0,2,0,0,15,4,0,6,0,2,11,7,0,0,0,0,8,1,6,1,1,0,0,0,0,0,0,0,0,2,0,0,2,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,1,0,0,1,0,6,4,0,0,0,0,0,0,11,3
9 - Χαλκιδικής,71 E.T. Δήμου Κασσάνδρας,544,310,14,2,16,294,115,20,29,2,10,40,46,4,5,8,16,6,29,5,0,2,17,0,14,2,1,2,0,4,24,10,2,2,0,3,11,4,1,1,1,1,4,0,2,1,1,0,0,1,0,0,0,5,3,3,0,0,1,8,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,1,0,2,0,1,0,0,0,1,1,2,0,5,5,0,0,7,3,1,0,9,7
9 - Χαλκιδικής,72 E.T. Δήμου Κασσάνδρας,529,329,1,4,5,324,122,15,22,5,12,48,55,9,10,13,8,0,32,5,0,1,20,2,11,2,1,3,0,2,40,25,3,3,0,0,14,1,2,2,5,0,3,0,3,0,0,0,0,0,0,0,0,1,1,5,1,1,1,14,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,4,0,1,0,0,2,0,3,2,0,0,5,2,1,0,10,8
9 - Χαλκιδικής,73 E.T. Δήμου Κασσάνδρας,517,294,5,2,7,287,124,22,36,3,13,37,38,18,1,8,8,1,22,5,4,1,9,2,8,2,1,1,0,1,34,18,3,6,1,0,9,3,0,1,2,1,8,0,8,1,1,0,0,1,1,0,0,1,0,3,1,0,1,9,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,1,1,2,0,0,1,0,0,1,1,4,4,0,0,3,2,1,1,13,5
9 - Χαλκιδικής,74 E.T. Δήμου Κασσάνδρας,518,332,12,1,13,319,143,27,65,1,12,27,31,7,1,7,6,4,70,17,2,0,46,2,1,0,0,0,0,0,36,25,2,1,0,4,3,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,5,2,1,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,1,0,1,0,2,1,8,6
9 - Χαλκιδικής,75 E.T. Δήμου Κασσάνδρας,507,301,10,1,11,290,113,20,43,2,14,19,44,7,5,10,9,3,48,7,0,1,36,2,3,2,0,0,0,0,32,20,0,1,0,2,5,1,0,1,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,5,2,2,1,14,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,2,0,3,2,10,3
9 - Χαλκιδικής,76 E.T. Δήμου Κασσάνδρας,457,272,5,2,7,265,110,19,38,0,4,46,14,4,1,4,4,0,30,9,1,0,18,1,3,3,0,0,0,0,63,57,0,1,1,1,7,2,2,0,2,0,1,0,1,4,3,0,0,0,0,0,0,4,4,1,1,0,0,17,5,6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,2,1,1,0,0,1,0,0,0,1,1,0,0,1,1
9 - Χαλκιδικής,77 E.T. Δήμου Κασσάνδρας,453,248,4,2,6,242,92,18,25,3,16,17,18,4,1,4,4,0,25,3,1,1,15,0,3,1,0,0,0,0,69,62,1,3,0,0,4,0,2,0,1,0,6,0,6,1,0,0,0,0,0,0,0,1,1,2,1,1,0,8,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,4
9 - Χαλκιδικής,78 E.T. Δήμου Νέας Προποντίδας,530,350,8,4,12,338,116,11,11,2,55,31,47,20,3,13,1,4,64,0,0,1,62,0,10,2,2,1,0,0,42,17,7,4,1,3,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,0,1,1,19,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,1,4,2,5,5,6,5
9 - Χαλκιδικής,79 E.T. Δήμου Νέας Προποντίδας,527,367,11,2,13,354,119,8,11,2,76,15,48,25,1,17,0,0,77,3,2,1,69,1,13,6,0,2,1,0,28,12,6,0,2,2,8,1,1,3,0,2,0,0,0,0,0,0,0,2,0,2,0,4,4,1,1,0,0,20,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,2,1,0,1,2,2,4,3,0,1,0,0,1,1,2,1,1,0,3,2,2,2,12,9
9 - Χαλκιδικής,80 E.T. Δήμου Νέας Προποντίδας,540,356,11,1,12,344,111,12,6,4,65,11,62,31,5,15,3,3,85,0,1,1,80,0,5,1,0,1,0,1,15,4,4,1,2,2,7,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,19,6,11,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,4,3,1,1,0,0,0,0,22,13
9 - Χαλκιδικής,81 E.T. Δήμου Νέας Προποντίδας,516,347,7,1,8,339,115,8,6,4,66,14,56,22,5,14,3,1,89,2,2,0,81,0,11,1,1,1,2,1,22,8,2,3,0,2,10,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,7,1,6,0,0,0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,1,3,2,1,1,10,5
9 - Χαλκιδικής,82 E.T. Δήμου Νέας Προποντίδας,549,365,8,0,8,357,107,16,7,1,62,13,50,21,4,13,1,2,103,0,1,0,96,0,11,4,1,0,1,1,31,11,2,5,0,2,11,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,15,1,9,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,2,1,1,0,0,0,4,0,0,2,0,0,4,3,0,0,2,1,0,0,2,1,8,3
9 - Χαλκιδικής,83 E.T. Δήμου Νέας Προποντίδας,538,348,13,0,13,335,140,16,14,4,84,12,39,17,6,5,1,4,66,1,2,1,58,1,16,4,2,3,0,3,25,10,4,2,1,7,10,3,0,2,2,1,2,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,8,2,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,2,3,3,0,0,0,0,1,1,4,3,0,0,2,2,0,0,7,3
9 - Χαλκιδικής,84 E.T. Δήμου Νέας Προποντίδας,526,346,9,3,12,334,100,12,17,4,58,9,45,18,7,11,0,3,77,4,3,1,65,1,18,10,0,0,1,1,27,11,8,2,0,2,15,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,15,3,6,2,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,0,1,0,0,1,0,0,2,1,1,0,0,0,3,2,4,4,1,1,4,2,2,2,6,4
9 - Χαλκιδικής,85 E.T. Δήμου Νέας Προποντίδας,534,362,10,2,12,350,124,28,6,3,57,16,54,28,5,7,0,4,89,2,1,1,84,0,13,5,1,0,0,0,19,5,3,2,2,2,9,1,0,0,3,1,2,0,2,2,0,0,0,1,0,0,0,2,2,1,0,0,1,12,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,6,6,1,1,0,0,2,1,1,1,6,1
9 - Χαλκιδικής,86 E.T. Δήμου Νέας Προποντίδας,500,358,11,0,11,347,86,9,9,2,36,22,54,30,3,13,1,2,101,2,1,1,95,0,12,4,3,0,0,2,24,12,2,3,1,3,8,3,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,3,2,4,2,1,0,25,10,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,0,2,0,0,4,4,1,0,0,0,0,0,1,1,13,8
9 - Χαλκιδικής,87 E.T. Δήμου Νέας Προποντίδας,506,375,18,2,20,355,145,11,9,1,84,25,40,20,2,5,1,2,76,1,0,1,73,0,16,8,0,1,0,2,23,4,6,8,0,1,11,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,5,0,2,3,20,4,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,1,1,1,1,0,0,2,1,0,0,6,4
9 - Χαλκιδικής,88 E.T. Δήμου Νέας Προποντίδας,504,352,5,1,6,346,136,17,10,1,70,19,40,17,4,3,1,4,84,5,4,0,70,1,15,5,0,0,0,4,27,8,2,7,2,0,5,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,4,1,1,0,9,2,3,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,2,2,1,11,9
9 - Χαλκιδικής,89 E.T. Δήμου Νέας Προποντίδας,459,329,7,1,8,321,108,33,5,4,22,31,43,10,4,18,0,2,66,0,1,1,57,1,11,4,0,0,2,1,30,13,1,6,1,3,10,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,4,3,2,2,0,0,17,1,11,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,2,2,0,0,1,1,4,4,15,10
9 - Χαλκιδικής,90 E.T. Δήμου Νέας Προποντίδας,446,322,15,2,17,305,96,24,8,7,29,18,40,10,4,19,1,3,50,0,1,1,45,2,14,8,0,0,0,2,32,20,3,0,1,2,7,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,50,3,40,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,5,4
9 - Χαλκιδικής,91 E.T. Δήμου Νέας Προποντίδας,444,289,2,0,2,287,94,19,10,3,20,24,24,3,4,6,1,4,51,1,1,3,45,0,15,2,1,1,3,3,25,9,1,7,0,4,8,1,4,1,0,0,6,0,6,0,0,2,1,0,0,0,0,1,0,2,1,0,0,29,3,19,3,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,3,2,3,1,0,0,1,0,6,6,9,6
9 - Χαλκιδικής,92 E.T. Δήμου Νέας Προποντίδας,628,454,5,3,8,446,193,63,13,4,78,25,38,17,3,7,2,0,104,14,5,0,82,0,7,2,0,1,0,2,39,15,6,1,1,6,5,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,5,0,7,1,1,1,12,2,6,1,0,0,0,0,2,2,0,0,0,0,0,0,6,0,1,4,3,0,1,1,0,0,1,0,0,1,1,0,1,1,3,2,0,0,3,3,1,1,13,12
9 - Χαλκιδικής,93 E.T. Δήμου Νέας Προποντίδας,507,329,2,2,4,325,108,21,23,3,32,18,52,34,5,6,1,0,68,3,3,2,60,0,13,10,0,0,0,2,20,11,0,1,2,3,6,0,0,4,0,2,4,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,21,6,7,6,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,5,0,0,0,0,1,1,2,2,0,0,1,0,2,2,12,12
9 - Χαλκιδικής,94 E.T. Δήμου Νέας Προποντίδας,502,339,6,2,8,331,123,17,34,9,26,27,52,25,7,9,2,2,67,0,0,0,62,1,13,6,1,1,0,2,26,6,4,4,2,5,9,4,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,4,0,3,1,2,0,9,2,6,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,4,0,0,0,0,4,4,2,2,6,3
9 - Χαλκιδικής,95 E.T. Δήμου Νέας Προποντίδας,500,329,5,0,5,324,130,19,28,6,29,34,58,35,4,10,3,2,54,0,1,0,52,0,18,11,1,0,1,1,11,1,3,2,1,0,6,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5,1,0,2,16,2,11,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,11,5
9 - Χαλκιδικής,96 E.T. Δήμου Νέας Προποντίδας,525,280,6,1,7,273,95,18,19,1,12,41,40,12,4,13,6,0,25,4,1,1,17,0,15,8,0,0,0,1,33,10,0,14,0,5,14,2,2,0,3,2,0,0,0,2,2,2,1,1,0,1,0,1,1,5,3,1,0,19,1,13,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,3,0,0,0,9,8
9 - Χαλκιδικής,97 E.T. Δήμου Νέας Προποντίδας,531,321,10,3,13,308,112,20,24,0,11,47,52,17,5,19,1,4,23,4,3,0,12,3,24,13,0,0,0,5,18,5,0,10,0,1,12,6,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,1,33,1,30,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,2,2,1,0,4,3,3,2,12,10
