ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΕΞΑΡΧΟΥ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Δημητρίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΚΟΡΤΖΗ ΑΝΤΩΝΙΑ του Δημητρίου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΕΪΤΑΡΙΔΗΣ ΓΕΩΡΓΙΟΣ (ΓΙΟΥΡΚΑΣ) του Δημητρίου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΣΥΡΙΖΑ,ΑΛΜΠΑΝΗΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Αθανασίου,ΓΡΙΒΑΣ ΧΡΗΣΤΟΣ του Νικολάου,ΜΑΚΗ ΚΩΣΤΟΥΛΑ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΑΘΑΝΑΣΙΟΣ του Σωκράτη,ΣΟΥΛΕΛΕ ΑΓΛΑΪΑ (ΛΙΛΑ) του Ανδρέα,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στεφάνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΔΗΜΗΤΡΙΟΥ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΛΙΑΓΚΟΥ ΑΝΘΗ του Πάντου,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΗΤΣΙΟΥ ΕΥΑΓΓΕΛΙΑ (ΒΑΛΙΑ) του Βασιλείου,ΜΠΑΚΟΛΑ ΝΤΙΝΑ του Μάρκου,ΤΣΙΜΑΡΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ (ΠΑΚΟΣ) του Θεοφάνη,ΛΥΓΔΑ ΑΝΘΟΥΛΑ ΝΙΚΟΛΕΤΑ (ΑΝΘΗ) του Ελευθερίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΓΟΥΡΤΑΚΗΣ ΜΙΧΑΗΛ του Χρήστου,ΛΑΜΠΡΟΥ ΒΑΓΙΑ του Αλεξίου,ΣΩΤΗΡΙΟΥ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΑΤΣΗ ΡΑΪΚΟΥ ΜΑΡΙΑ του Γεωργίου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,ΤΣΩΤΣΟΥ ΓΕΩΡΓΙΑ του Γρηγορίου,ΦΑΝΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ευάγγελου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΕΝΕΤΗΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΚΟΥΝΟΥΒΕΛΗΣ ΣΑΒΒΑΣ του Παύλου,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΝΤΑΛΑΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΛΙΝΑ) του Γεωργίου,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΜΥΤΑΡΗΣ ΑΝΤΩΝΗΣ του Ιωάννη,ΧΡΙΣΤΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΜΠΟΥΤΣΟΡΑΣ ΧΡΗΣΤΟΣ του Παύλου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΚΟΥΤΡΗΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΤΖΩΡΤΖΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοφίλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΡΓΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΓΚΟΥΡΑ ΦΩΤΕΙΝΗ του Βασιλείου,ΖΗΚΟΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,ΗΛΙΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΥΝΔΡΕΒΕΛΗ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,Κίνημα 21,ΗΛΙΟΠΟΥΛΟΥ ΣΟΦΙΑ του Διονυσίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΚΑΠΑΜΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΠΙΤΑΚΟΥ ΑΛΕΞΑΝΔΡΑ του Παναγιώτη,ΝΤΑΛΑΚΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστοδούλου,ΣΥΝΟΔΙΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΝΙΚΗ,ΕΖΝΕΠΙΔΟΥ ΜΑΡΙΑ του Ραφαήλ,ΚΑΛΛΙΝΤΕΡΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΚΟΡΕΤΣΗ ΦΟΕΡΣΤΕΡ ΟΛΓΑ του Νικολάου,ΤΥΡΟΠΑΝΗΣ ΣΠΗΛΙΟΣ του Δημητρίου,ΦΑΣΟΥΛΗ-ΤΣΑΜΠΑΛΑ ΚΩΝΣΤΑΝΤΙΝΑ του Χαραλάμπους,κοινωνία αξιών,ΠΑΠΑΛΕΚΑΚΟΣ ΠΑΥΛΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΚΥΡΙΑΚΟΥ ΝΙΚΟΛΑΟΣ του Βασιλείου,Ο.Α.Κ.Κ.Ε.,ΠΑΓΩΜΕΝΟΣ ΜΙΧΑΗΛ του Θεοδώρου,Μ-Λ Κ.Κ.Ε.,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένη,Ελλήνων Συνέλευσις,ΒΑΓΓΕΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΓΑΣΤΕΡΑΤΟΥ ΧΡΥΣΟΥΛΑ του Νικολάου,ΚΑΤΩΓΙΑΝΝΗΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ του Αθανασίου,Ένωση Κεντρώων,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντωνίου,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΜΑΛΑΜΟΥ ΡΩΞΑΝΗ του Ευαγγέλου,ΤΣΟΥΜΑΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΙΟΝΤΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΛΕΚΚΑΣ ΓΕΩΡΓΙΟΣ του Θεόφιλου,ΝΙΚΑ ΦΩΤΕΙΝΗ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ (ΑΡΗΣ) του Μιχαήλ,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΘΩΜΑΣ ΙΩΑΝΝΗΣ (ΓΙΓΑΣ) του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΒΟΒΟΛΗΣ ΦΑΙΔΩΝ του Ηλία,Κ.Ο.Τ.Ε.Σ.,ΝΤΟΥΤΣΟΥΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΝΙΚΑΡΗ ΚΑΛΛΙΟΠΗ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΝΔΡΕΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Σπυρίδωνα,ΖΗΝΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΑΤΖΗΚΥΡΙΑΚΟΥ ΣΤΑΥΡΟΥΛΑ του Ηλία,Οικολόγοι Πράσινοι,ΜΟΡΕΛΛΑΣ ΣΤΕΦΑΝΟΣ ΚΥΡΙΑΚΟΣ του Βασιλείου,ΕΑΝ...,ΒΡΕΤΤΟΥ ΜΑΡΙΑ (ΜΑΝΙΑ) του Φραγκίσκου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΟΥ ΑΝΝΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου
18 - Ιωαννίνων,252 E.T. Δήμου Ιωαννιτών,528,350,4,1,5,345,150,42,13,61,15,36,8,58,82,25,13,6,8,8,27,30,30,7,5,3,8,9,0,6,18,3,1,0,2,1,7,4,16,2,4,1,2,5,2,1,10,3,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,2,1,1,1,0,0,0,2,1,0,0,0,1,1,12,4,1,0,10,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,1,1,0,0
18 - Ιωαννίνων,253 E.T. Δήμου Ιωαννιτών,550,337,5,3,8,329,138,36,5,44,13,35,10,62,74,20,15,7,7,11,20,38,42,13,5,1,10,9,2,15,24,3,7,3,3,1,3,5,8,1,1,1,0,3,0,0,13,3,1,1,3,5,1,3,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,1,0,0,1,0,0,7,5,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,3,2
18 - Ιωαννίνων,254 E.T. Δήμου Ιωαννιτών,460,296,7,0,7,289,108,35,7,44,11,18,3,49,69,20,11,6,6,7,29,20,39,9,5,3,20,6,7,10,12,4,1,0,3,0,5,7,11,2,3,1,3,2,1,2,11,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,9,1,0,0,2,2,3,12,7,6,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,1,1,0,0,1,1,0,0,1,1,1,0,3,1,2,2,0,0,2,2
18 - Ιωαννίνων,255 E.T. Δήμου Ιωαννιτών,523,359,12,2,14,345,116,28,4,45,8,32,4,48,95,23,17,7,8,3,30,41,43,10,8,3,12,5,3,9,15,4,1,1,5,1,1,3,17,4,5,0,1,9,0,0,10,3,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,7,1,2,0,0,1,2,8,6,1,2,2,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,11,2,7,0,0,0,3,3,1,1,1,0,0,0,0,0,1,0,2,2,1,0,8,5
18 - Ιωαννίνων,256 E.T. Δήμου Ιωαννιτών,526,377,8,1,9,368,133,56,16,39,10,36,10,41,100,21,17,6,16,21,23,44,39,15,4,1,10,11,1,11,30,13,1,4,3,7,2,6,8,1,1,1,1,3,0,1,15,2,3,2,4,0,1,5,1,2,3,2,0,0,0,0,0,2,0,0,0,4,0,1,2,0,0,0,0,2,1,4,2,1,2,1,0,0,6,3,1,0,3,3,0,0,1,1,0,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,2
18 - Ιωαννίνων,257 E.T. Δήμου Ιωαννιτών,511,341,6,3,9,332,124,22,14,53,10,21,9,61,79,26,14,21,11,11,24,30,41,20,7,5,9,4,6,7,29,11,6,3,2,4,3,9,7,2,3,1,1,3,0,2,11,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,4,0,5,4,0,2,0,2,0,6,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,1,6,3,3,0,1,0,0,0,1,0,1,1,2,0,0,1,1,1,1,1,1,1,6,3
18 - Ιωαννίνων,258 E.T. Δήμου Ιωαννιτών,507,322,8,2,10,312,131,39,5,49,2,43,6,52,87,22,16,4,6,8,28,39,24,4,11,0,3,5,3,9,26,11,1,6,6,1,2,3,3,1,1,1,0,1,2,0,7,1,2,0,3,0,0,2,1,0,1,2,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,6,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,2,1,7,4
18 - Ιωαννίνων,259 E.T. Δήμου Ιωαννιτών,499,326,6,1,7,319,121,35,13,42,18,11,4,52,73,24,18,2,7,11,22,41,43,13,10,3,5,8,6,16,19,4,2,1,3,3,3,4,5,2,1,1,0,1,0,0,14,1,3,0,6,4,2,3,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,1,1,1,1,1,15,11,4,0,8,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,3,1,0,0,0,0,6,4
18 - Ιωαννίνων,260 E.T. Δήμου Ιωαννιτών,514,339,8,2,10,329,115,38,5,35,3,18,6,56,78,23,13,5,10,6,26,27,39,11,6,3,11,7,5,10,26,13,3,2,3,5,3,8,12,4,7,1,2,6,0,1,10,4,1,0,4,3,0,2,0,0,1,3,1,0,2,0,0,1,0,0,0,6,0,0,1,1,1,5,0,1,1,9,7,0,0,1,2,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,0,0,0,1,1,3,2,2,1,1,0,1,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,8,3
18 - Ιωαννίνων,261 E.T. Δήμου Ιωαννιτών,508,331,5,0,5,326,117,40,12,47,8,15,5,53,94,25,17,3,12,8,31,39,31,10,9,1,12,2,2,9,12,4,1,3,2,4,1,5,11,0,2,0,2,8,1,2,7,2,2,1,2,2,0,4,0,0,4,7,0,0,0,1,0,2,0,0,0,5,1,1,2,0,0,3,1,1,1,5,3,0,0,0,2,0,12,7,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,3,1,0,0,0,0,13,7
18 - Ιωαννίνων,262 E.T. Δήμου Ιωαννιτών,510,352,7,3,10,342,137,43,8,46,10,34,12,62,101,41,26,7,6,6,22,40,34,15,6,3,4,8,1,12,14,8,2,0,5,1,0,6,9,2,3,2,1,1,0,0,8,3,2,0,2,3,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,3,1,1,0,0,1,1,0,0,7,1,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,7,4
18 - Ιωαννίνων,263 E.T. Δήμου Ιωαννιτών,522,333,9,1,10,323,117,45,8,35,8,32,5,51,101,26,12,8,6,6,32,35,35,9,6,2,8,9,5,11,16,3,1,0,1,3,1,7,3,0,0,0,0,2,0,1,12,7,2,2,0,1,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,3,2,0,0,0,0,1,6,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,0,1,0,0,1,0,0,2,1,1,0,3,0,1,0,0,1,2,2,3,0,0,0,7,5
18 - Ιωαννίνων,264 E.T. Δήμου Ιωαννιτών,513,309,2,1,3,306,126,34,6,44,12,27,17,55,83,29,20,2,5,5,22,31,33,10,6,3,11,11,2,8,25,8,2,4,3,6,6,7,5,2,3,1,1,1,0,0,11,4,0,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,6,4,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,1,0,4,2,1,0,1,0,0,0,1,1,1,0,1,1
18 - Ιωαννίνων,265 E.T. Δήμου Ιωαννιτών,522,312,17,1,18,294,112,32,10,46,9,15,7,56,72,24,11,5,9,9,18,34,35,11,3,4,5,7,1,21,28,8,2,2,3,6,3,9,5,1,1,0,1,2,1,0,7,1,1,0,2,1,0,2,0,0,2,2,0,1,0,1,0,1,0,0,0,2,1,0,2,0,0,0,0,3,3,1,0,0,0,0,0,0,10,4,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6,4,1,3,0,0,0,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,4,3
18 - Ιωαννίνων,266 E.T. Δήμου Ιωαννιτών,504,348,5,1,6,342,131,39,7,55,8,22,7,66,83,32,13,2,6,4,25,41,33,15,15,5,9,0,2,9,32,10,5,5,2,2,5,9,6,1,1,0,1,2,0,1,16,0,4,1,7,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,10,4,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,3,2,0,0,1,1,0,0,4,3,1,1,0,1,2,2,0,0,0,0,8,3
18 - Ιωαννίνων,267 E.T. Δήμου Ιωαννιτών,506,312,7,0,7,305,125,50,12,40,6,24,13,55,82,23,20,7,12,12,15,42,27,9,1,0,10,3,3,12,13,4,3,1,2,1,1,8,11,3,3,1,3,2,0,0,10,1,0,1,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,0,5,0,0,2,1,2,1,3,1,0,0,0,1,2,9,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,9,4
18 - Ιωαννίνων,268 E.T. Δήμου Ιωαννιτών,508,307,15,2,17,290,125,30,7,46,7,25,6,63,81,15,20,5,12,6,23,30,20,3,2,1,3,4,2,10,21,7,2,6,2,5,2,3,7,4,0,1,0,1,0,1,10,1,3,1,3,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9,5,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,4,2
18 - Ιωαννίνων,269 E.T. Δήμου Ιωαννιτών,531,340,9,3,12,328,143,39,11,50,5,35,6,68,88,27,11,7,14,9,21,32,34,11,4,3,8,7,7,9,5,1,1,0,1,2,2,0,12,2,1,0,1,2,2,0,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,1,0,0,0,0,3,0,0,1,1,0,2,6,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,1,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,2,2,3,3,10,6
18 - Ιωαννίνων,270 E.T. Δήμου Ιωαννιτών,531,352,8,1,9,343,134,49,7,55,7,25,8,63,81,22,13,5,8,11,17,33,41,8,13,1,9,12,1,8,14,3,1,0,4,4,1,5,12,4,4,0,0,4,0,3,11,2,2,2,2,4,2,6,2,2,3,5,1,1,0,1,2,2,0,0,0,5,2,0,2,3,1,0,0,1,1,2,1,0,0,1,0,0,9,6,6,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,2,1,10,3
18 - Ιωαννίνων,271 E.T. Δήμου Ιωαννιτών,501,354,9,6,15,339,122,32,10,42,7,27,4,54,97,29,12,6,6,12,20,44,49,11,7,4,13,9,3,18,20,6,1,1,2,4,2,10,7,1,1,0,0,0,1,1,10,5,2,1,3,1,1,1,0,0,1,2,0,1,0,0,0,1,0,0,0,5,1,0,3,0,0,1,3,1,0,3,1,0,0,0,2,1,13,3,5,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3
18 - Ιωαννίνων,272 E.T. Δήμου Ιωαννιτών,515,377,7,2,9,368,163,59,10,59,4,33,10,73,98,28,18,5,7,7,34,44,36,13,4,5,7,5,1,16,24,5,2,6,3,1,3,6,7,0,3,0,0,2,0,0,10,3,0,1,6,3,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,5,3,3,2,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,5,3
18 - Ιωαννίνων,273 E.T. Δήμου Ιωαννιτών,496,313,9,0,9,304,123,40,6,41,12,27,12,52,74,25,20,6,4,3,19,25,23,2,4,7,7,3,4,5,26,7,3,0,2,2,3,10,16,6,4,0,1,3,1,0,5,2,1,0,1,1,2,3,0,1,2,3,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,3,3,1,0,0,0,1,0,1,8,4,5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,2,0,7,5
18 - Ιωαννίνων,274 E.T. Δήμου Ιωαννιτών,508,362,7,1,8,354,132,44,8,50,8,30,2,60,99,34,17,9,8,5,31,44,37,9,11,3,12,3,2,15,20,4,2,2,3,3,2,4,10,3,1,1,2,2,0,0,10,2,4,0,3,2,0,2,0,0,2,3,0,0,0,0,1,1,0,0,0,3,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,8,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,7,4,2,3,0,0,0,0,0,0,1,1,1,0,0,0,5,0,1,1,1,1,11,3
18 - Ιωαννίνων,275 E.T. Δήμου Ιωαννιτών,520,394,11,4,15,379,159,44,13,72,10,34,8,63,97,30,22,5,14,10,27,45,24,13,3,1,4,1,1,6,27,4,3,1,1,3,6,11,4,1,1,1,1,1,0,1,7,2,1,0,2,2,1,2,0,1,1,3,0,1,1,0,1,1,1,0,0,5,0,1,0,0,0,3,0,4,3,6,2,1,1,0,0,1,22,11,10,1,16,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,1,0,0,5,3,2,1,1,0,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,3,3
18 - Ιωαννίνων,276 E.T. Δήμου Ιωαννιτών,519,366,9,4,13,353,154,56,12,46,8,31,12,67,86,26,11,3,5,4,27,50,44,18,8,5,7,6,5,8,16,6,1,2,2,2,2,5,5,1,3,0,1,1,0,0,8,1,1,1,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,2,2,1,0,0,0,0,10,5,1,1,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,1,2,2,1,1,1,1,0,1,5,4,0,0,0,0,8,3
18 - Ιωαννίνων,277 E.T. Δήμου Ιωαννιτών,518,332,7,2,9,323,127,33,8,38,6,29,14,53,99,21,14,6,3,7,36,46,28,8,6,2,7,3,4,5,16,5,0,0,3,1,3,9,7,0,5,0,1,1,3,0,6,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,2,9,4,1,1,1,4,1,13,7,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1
18 - Ιωαννίνων,278 E.T. Δήμου Ιωαννιτών,512,360,5,2,7,353,127,39,14,43,5,17,8,60,99,25,19,5,6,13,25,37,46,17,6,5,7,2,6,20,28,7,4,0,4,7,1,4,10,1,1,0,2,5,2,1,13,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,5,4,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2,0,1,0,0,0,1,1,0,1,3,1,0,0,0,0,3,2
